C,Story,Emotion,Val
0.006389631076127931,Boredom,Boredom,0.9855351664307921
0.006389631076127931,Boredom,Fear,0.0005891256439838843
0.006389631076127931,Boredom,Happiness,0.0008477889960133792
0.006389631076127931,Boredom,Joy,5.0337408157604065e-05
0.006389631076127931,Boredom,Pride,0.0005605781615238446
0.006389631076127931,Boredom,Sadness,0.0010902276963069297
0.006389631076127931,Boredom,Shame,0.011326775663222207
0.006389631076127931,Fear,Boredom,0.00039434611026984735
0.006389631076127931,Fear,Fear,0.9821029266383637
0.006389631076127931,Fear,Happiness,0.0003086881286121735
0.006389631076127931,Fear,Joy,0.00029866047166148744
0.006389631076127931,Fear,Pride,0.0006276231328535233
0.006389631076127931,Fear,Sadness,0.0014488278459885836
0.006389631076127931,Fear,Shame,0.014818927672250706
0.006389631076127931,Happiness,Boredom,0.00012507103672129878
0.006389631076127931,Happiness,Fear,0.00023451745813900013
0.006389631076127931,Happiness,Happiness,0.9974409233043107
0.006389631076127931,Happiness,Joy,0.0006220534999889321
0.006389631076127931,Happiness,Pride,0.0001354211125833412
0.006389631076127931,Happiness,Sadness,0.00033871691636492
0.006389631076127931,Happiness,Shame,0.0011032966718915712
0.006389631076127931,Joy,Boredom,0.00045077561416434345
0.006389631076127931,Joy,Fear,0.000759325327179281
0.006389631076127931,Joy,Happiness,0.0013934631389479015
0.006389631076127931,Joy,Joy,0.8737793591460379
0.006389631076127931,Joy,Pride,0.12170880381031016
0.006389631076127931,Joy,Sadness,0.0007684613002447615
0.006389631076127931,Joy,Shame,0.0011398116631158735
0.006389631076127931,Pride,Boredom,0.0030118094848297066
0.006389631076127931,Pride,Fear,0.001649826219423264
0.006389631076127931,Pride,Happiness,0.03650322556487352
0.006389631076127931,Pride,Joy,0.566800856478346
0.006389631076127931,Pride,Pride,0.3819304567221752
0.006389631076127931,Pride,Sadness,0.003138292953703135
0.006389631076127931,Pride,Shame,0.006965532576649307
0.006389631076127931,Sadness,Boredom,0.00014771160248965747
0.006389631076127931,Sadness,Fear,0.0013647301117446877
0.006389631076127931,Sadness,Happiness,0.00017152309756189818
0.006389631076127931,Sadness,Joy,0.0003709783394347821
0.006389631076127931,Sadness,Pride,0.0005871312698645184
0.006389631076127931,Sadness,Sadness,0.9836134629412512
0.006389631076127931,Sadness,Shame,0.013744462637653027
0.006389631076127931,Shame,Boredom,7.870306698496076e-05
0.006389631076127931,Shame,Fear,0.01204346136379287
0.006389631076127931,Shame,Happiness,3.893071780334685e-05
0.006389631076127931,Shame,Joy,6.841267235255709e-05
0.006389631076127931,Shame,Pride,0.004781737855008533
0.006389631076127931,Shame,Sadness,0.00024474358261081757
0.006389631076127931,Shame,Shame,0.982744010741447
0.0065296157238943315,Boredom,Boredom,0.9853678316905451
0.0065296157238943315,Boredom,Fear,0.0005900366995165116
0.0065296157238943315,Boredom,Happiness,0.0008382893931820735
0.0065296157238943315,Boredom,Joy,4.992086931936484e-05
0.0065296157238943315,Boredom,Pride,0.00066389908205989
0.0065296157238943315,Boredom,Sadness,0.0011035303926756632
0.0065296157238943315,Boredom,Shame,0.011386491872701148
0.0065296157238943315,Fear,Boredom,0.000397344352500023
0.0065296157238943315,Fear,Fear,0.9811231276639293
0.0065296157238943315,Fear,Happiness,0.00030811886397244607
0.0065296157238943315,Fear,Joy,0.0002970689559315544
0.0065296157238943315,Fear,Pride,0.0006400796749311782
0.0065296157238943315,Fear,Sadness,0.0016434452601727274
0.0065296157238943315,Fear,Shame,0.015590815228562689
0.0065296157238943315,Happiness,Boredom,0.0001316857241452061
0.0065296157238943315,Happiness,Fear,0.00023781762706057296
0.0065296157238943315,Happiness,Happiness,0.9973531345299995
0.0065296157238943315,Happiness,Joy,0.0006413954122531598
0.0065296157238943315,Happiness,Pride,0.00018869121682609722
0.0065296157238943315,Happiness,Sadness,0.00034010564612999456
0.0065296157238943315,Happiness,Shame,0.001107169843585629
0.0065296157238943315,Joy,Boredom,0.0004083582918171818
0.0065296157238943315,Joy,Fear,0.0006657004595448032
0.0065296157238943315,Joy,Happiness,0.001451541897446215
0.0065296157238943315,Joy,Joy,0.9210201136822553
0.0065296157238943315,Joy,Pride,0.0747113662522759
0.0065296157238943315,Joy,Sadness,0.0008115128867353295
0.0065296157238943315,Joy,Shame,0.0009314065299253063
0.0065296157238943315,Pride,Boredom,0.0034447961572772108
0.0065296157238943315,Pride,Fear,0.001983067452080531
0.0065296157238943315,Pride,Happiness,0.04166263048751554
0.0065296157238943315,Pride,Joy,0.6347786299273616
0.0065296157238943315,Pride,Pride,0.30739617331371916
0.0065296157238943315,Pride,Sadness,0.0036500437898211923
0.0065296157238943315,Pride,Shame,0.007084658872224717
0.0065296157238943315,Sadness,Boredom,0.00014698765198911654
0.0065296157238943315,Sadness,Fear,0.0016038045511076922
0.0065296157238943315,Sadness,Happiness,0.0001717072837382057
0.0065296157238943315,Sadness,Joy,0.00037138803074723625
0.0065296157238943315,Sadness,Pride,0.0006029813554883707
0.0065296157238943315,Sadness,Sadness,0.9833100149909157
0.0065296157238943315,Sadness,Shame,0.013793116136013672
0.0065296157238943315,Shame,Boredom,0.0001117605283526644
0.0065296157238943315,Shame,Fear,0.01403418646079126
0.0065296157238943315,Shame,Happiness,5.706988626726509e-05
0.0065296157238943315,Shame,Joy,9.893110303634412e-05
0.0065296157238943315,Shame,Pride,0.005995029045538405
0.0065296157238943315,Shame,Sadness,0.0003241128029671536
0.0065296157238943315,Shame,Shame,0.9793789101730467
0.0059642404208108315,Boredom,Boredom,0.9857714388860104
0.0059642404208108315,Boredom,Fear,0.0005706097226581293
0.0059642404208108315,Boredom,Happiness,0.0008021891765199954
0.0059642404208108315,Boredom,Joy,5.115935647934647e-05
0.0059642404208108315,Boredom,Pride,0.0008531707423248089
0.0059642404208108315,Boredom,Sadness,0.0010723047771142922
0.0059642404208108315,Boredom,Shame,0.010879127338893214
0.0059642404208108315,Fear,Boredom,0.00040509213135381857
0.0059642404208108315,Fear,Fear,0.9920464085577356
0.0059642404208108315,Fear,Happiness,0.0003069194217159338
0.0059642404208108315,Fear,Joy,0.0003236937577424524
0.0059642404208108315,Fear,Pride,0.0007343982089518264
0.0059642404208108315,Fear,Sadness,0.0013026851251771636
0.0059642404208108315,Fear,Shame,0.004880802797323498
0.0059642404208108315,Happiness,Boredom,0.00016343232361316963
0.0059642404208108315,Happiness,Fear,0.00022700623429713207
0.0059642404208108315,Happiness,Happiness,0.9967945871493028
0.0059642404208108315,Happiness,Joy,0.0005818847206131755
0.0059642404208108315,Happiness,Pride,0.0006855010335937452
0.0059642404208108315,Happiness,Sadness,0.00031668079652280747
0.0059642404208108315,Happiness,Shame,0.001230907742057131
0.0059642404208108315,Joy,Boredom,0.0004803709397529953
0.0059642404208108315,Joy,Fear,0.000775708984478169
0.0059642404208108315,Joy,Happiness,0.0020117321151877647
0.0059642404208108315,Joy,Joy,0.6962227865827709
0.0059642404208108315,Joy,Pride,0.28841812117495924
0.0059642404208108315,Joy,Sadness,0.0007229494676768926
0.0059642404208108315,Joy,Shame,0.011368330735174128
0.0059642404208108315,Pride,Boredom,0.002709273477468731
0.0059642404208108315,Pride,Fear,0.0015660511196738144
0.0059642404208108315,Pride,Happiness,0.033286769652210585
0.0059642404208108315,Pride,Joy,0.48522096080016675
0.0059642404208108315,Pride,Pride,0.4514257051520918
0.0059642404208108315,Pride,Sadness,0.002859536572797411
0.0059642404208108315,Pride,Shame,0.022931703225590776
0.0059642404208108315,Sadness,Boredom,0.00014540949849753442
0.0059642404208108315,Sadness,Fear,0.0006088707188041313
0.0059642404208108315,Sadness,Happiness,0.00016965120341691912
0.0059642404208108315,Sadness,Joy,0.00039292858480555046
0.0059642404208108315,Sadness,Pride,0.0006943701816136767
0.0059642404208108315,Sadness,Sadness,0.9936906608663144
0.0059642404208108315,Sadness,Shame,0.0042981089465479495
0.0059642404208108315,Shame,Boredom,0.0010776988572271016
0.0059642404208108315,Shame,Fear,0.23869656413219564
0.0059642404208108315,Shame,Happiness,0.0005833329326878116
0.0059642404208108315,Shame,Joy,0.0018042419984532355
0.0059642404208108315,Shame,Pride,0.02304773132621017
0.0059642404208108315,Shame,Sadness,0.002691309380109751
0.0059642404208108315,Shame,Shame,0.7320991213731161
0.00591685905511648,Boredom,Boredom,0.9856608584621359
0.00591685905511648,Boredom,Fear,0.0005625031756963775
0.00591685905511648,Boredom,Happiness,0.0007978963051997556
0.00591685905511648,Boredom,Joy,5.0734713899234906e-05
0.00591685905511648,Boredom,Pride,0.0008919156186314887
0.00591685905511648,Boredom,Sadness,0.0010217451245518863
0.00591685905511648,Boredom,Shame,0.011014346599885247
0.00591685905511648,Fear,Boredom,0.0003968287171046821
0.00591685905511648,Fear,Fear,0.9898847156512984
0.00591685905511648,Fear,Happiness,0.00030527229931772554
0.00591685905511648,Fear,Joy,0.00031546736994026613
0.00591685905511648,Fear,Pride,0.0006954038484522857
0.00591685905511648,Fear,Sadness,0.00047078767521391453
0.00591685905511648,Fear,Shame,0.007931524438672462
0.00591685905511648,Happiness,Boredom,0.00014663327964227837
0.00591685905511648,Happiness,Fear,0.00022715105564711496
0.00591685905511648,Happiness,Happiness,0.997231734481643
0.00591685905511648,Happiness,Joy,0.0005958183616177791
0.00591685905511648,Happiness,Pride,0.00035089768686389765
0.00591685905511648,Happiness,Sadness,0.00031388104031315327
0.00591685905511648,Happiness,Shame,0.0011338840942726497
0.00591685905511648,Joy,Boredom,0.00043009715864599424
0.00591685905511648,Joy,Fear,0.0006668534457515243
0.00591685905511648,Joy,Happiness,0.0011359703422934575
0.00591685905511648,Joy,Joy,0.9069901805859185
0.00591685905511648,Joy,Pride,0.0889610902566668
0.00591685905511648,Joy,Sadness,0.0007888393041506384
0.00591685905511648,Joy,Shame,0.001026968906572816
0.00591685905511648,Pride,Boredom,0.0035200557533466856
0.00591685905511648,Pride,Fear,0.0018829758077196393
0.00591685905511648,Pride,Happiness,0.040834698728141675
0.00591685905511648,Pride,Joy,0.6792916793264439
0.00591685905511648,Pride,Pride,0.2634786000694091
0.00591685905511648,Pride,Sadness,0.0036231755501607687
0.00591685905511648,Pride,Shame,0.0073688147647787165
0.00591685905511648,Sadness,Boredom,0.00014358818904253618
0.00591685905511648,Sadness,Fear,0.0006099257756393384
0.00591685905511648,Sadness,Happiness,0.000165555900423134
0.00591685905511648,Sadness,Joy,0.0003773475979844471
0.00591685905511648,Sadness,Pride,0.0006561845744211296
0.00591685905511648,Sadness,Sadness,0.9901331063728208
0.00591685905511648,Sadness,Shame,0.007914291589668773
0.00591685905511648,Shame,Boredom,0.00034540010430784713
0.00591685905511648,Shame,Fear,0.034970990869417795
0.00591685905511648,Shame,Happiness,0.0002132338904092319
0.00591685905511648,Shame,Joy,0.0008791327585089176
0.00591685905511648,Shame,Pride,0.014918355039391191
0.00591685905511648,Shame,Sadness,0.001161131839463809
0.00591685905511648,Shame,Shame,0.9475117554985012
0.005635356385497269,Boredom,Boredom,0.9857033770820669
0.005635356385497269,Boredom,Fear,0.0005474422163055735
0.005635356385497269,Boredom,Happiness,0.0007841054720842116
0.005635356385497269,Boredom,Joy,5.045241241792432e-05
0.005635356385497269,Boredom,Pride,0.0008671894270155822
0.005635356385497269,Boredom,Sadness,0.0009642996619193759
0.005635356385497269,Boredom,Shame,0.01108313372819063
0.005635356385497269,Fear,Boredom,0.00040006640063992594
0.005635356385497269,Fear,Fear,0.9916489160951243
0.005635356385497269,Fear,Happiness,0.0003067591277629052
0.005635356385497269,Fear,Joy,0.000315210672921164
0.005635356385497269,Fear,Pride,0.000771066851582134
0.005635356385497269,Fear,Sadness,0.0006967321750306843
0.005635356385497269,Fear,Shame,0.005861248676938771
0.005635356385497269,Happiness,Boredom,0.0001911923278615133
0.005635356385497269,Happiness,Fear,0.00022791695594080545
0.005635356385497269,Happiness,Happiness,0.9964797581137924
0.005635356385497269,Happiness,Joy,0.0005203892547664076
0.005635356385497269,Happiness,Pride,0.0010300443385957991
0.005635356385497269,Happiness,Sadness,0.00030161806500584947
0.005635356385497269,Happiness,Shame,0.0012490809440368923
0.005635356385497269,Joy,Boredom,0.0005283024246499357
0.005635356385497269,Joy,Fear,0.0007931059532268634
0.005635356385497269,Joy,Happiness,0.002076435513734399
0.005635356385497269,Joy,Joy,0.688615551856233
0.005635356385497269,Joy,Pride,0.29446755125589114
0.005635356385497269,Joy,Sadness,0.0007512662476812631
0.005635356385497269,Joy,Shame,0.012767786748583192
0.005635356385497269,Pride,Boredom,0.0028066326318022116
0.005635356385497269,Pride,Fear,0.001613107753643093
0.005635356385497269,Pride,Happiness,0.03079932866465283
0.005635356385497269,Pride,Joy,0.47096188123817784
0.005635356385497269,Pride,Pride,0.4656490078696516
0.005635356385497269,Pride,Sadness,0.002862500894471282
0.005635356385497269,Pride,Shame,0.0253075409476013
0.005635356385497269,Sadness,Boredom,0.0001460893546258017
0.005635356385497269,Sadness,Fear,0.00043475193976572497
0.005635356385497269,Sadness,Happiness,0.00016609049878575868
0.005635356385497269,Sadness,Joy,0.00038464497910995973
0.005635356385497269,Sadness,Pride,0.0007250699402402972
0.005635356385497269,Sadness,Sadness,0.9929299832220071
0.005635356385497269,Sadness,Shame,0.005213370065465267
0.005635356385497269,Shame,Boredom,0.0010712560255540758
0.005635356385497269,Shame,Fear,0.14074900470883
0.005635356385497269,Shame,Happiness,0.0006495710611197924
0.005635356385497269,Shame,Joy,0.0019930746740832337
0.005635356385497269,Shame,Pride,0.026102006017281153
0.005635356385497269,Shame,Sadness,0.002855417625892821
